Archivo,Tipo,Parametros,Descripcion
WASH_075_D802.1-417.6_7holes.dxf,Arandela con agujeros,"D_exterior=802.12, D_interior=417.56, Agujeros=7, D_agujero=11.48",Arandela Ø802.1/Ø417.6mm con 7 agujeros de Ø11.5mm (circular)
RECT_076_49.1x979.2.dxf,Rectangulo,"Ancho=49.08, Largo=979.16",Rectángulo de 49.1mm x 979.2mm
RECT_076_49.1x979.2_2holes.dxf,Rectangulo con agujeros,"Ancho=49.08, Largo=979.16, Agujeros=2, Diametros=[4.29, 4.23]",Rectángulo 49.1x979.2mm con 2 agujeros (distribución aleatoria)
RECT_077_426.1x359.3.dxf,Rectangulo,"Ancho=426.06, Largo=359.26",Rectángulo de 426.1mm x 359.3mm
RECT_077_426.1x359.3_1holes.dxf,Rectangulo con agujeros,"Ancho=426.06, Largo=359.26, Agujeros=1, Diametros=[9.56]",Rectángulo 426.1x359.3mm con 1 agujeros (distribución aleatoria)
WASH_078_D1385.6-647.2.dxf,Arandela,"D_exterior=1385.62, D_interior=647.18",Arandela Ø1385.6mm / Ø647.2mm
WASH_078_D1385.6-647.2_9holes.dxf,Arandela con agujeros,"D_exterior=1385.62, D_interior=647.18, Agujeros=9, D_agujero=11.72",Arandela Ø1385.6/Ø647.2mm con 9 agujeros de Ø11.7mm (circular)
RECT_079_1167.2x479.9.dxf,Rectangulo,"Ancho=1167.20, Largo=479.87",Rectángulo de 1167.2mm x 479.9mm
RECT_079_1167.2x479.9_1holes.dxf,Rectangulo con agujeros,"Ancho=1167.20, Largo=479.87, Agujeros=1, Diametros=[8.17]",Rectángulo 1167.2x479.9mm con 1 agujeros (distribución cuadricula)
RECT_080_847.7x559.3.dxf,Rectangulo,"Ancho=847.75, Largo=559.31",Rectángulo de 847.7mm x 559.3mm
RECT_080_847.7x559.3_4holes.dxf,Rectangulo con agujeros,"Ancho=847.75, Largo=559.31, Agujeros=4, Diametros=[7.90, 13.43, 8.27, 12.16]",Rectángulo 847.7x559.3mm con 4 agujeros (distribución aleatoria)
RECT_081_1460.1x1118.7.dxf,Rectangulo,"Ancho=1460.06, Largo=1118.72",Rectángulo de 1460.1mm x 1118.7mm
RECT_081_1460.1x1118.7_32holes.dxf,Rectangulo con agujeros,"Ancho=1460.06, Largo=1118.72, Agujeros=32, Diametros=[6.38, 10.58, 4.30, 5.01, 6.31, 8.57, 6.02, 14.01, 12.71, 4.47, 4.04, 14.89, 12.24, 14.08, 13.31, 5.43, 8.54, 6.89, 4.09, 5.45, 8.42, 5.13, 8.89, 13.62, 12.80, 8.90, 8.37, 8.10, 4.43, 8.57, 7.68, 13.41]",Rectángulo 1460.1x1118.7mm con 32 agujeros (distribución cuadricula)
WASH_082_D1124.0-636.7.dxf,Arandela,"D_exterior=1124.05, D_interior=636.72",Arandela Ø1124.0mm / Ø636.7mm
WASH_082_D1124.0-636.7_42holes.dxf,Arandela con agujeros,"D_exterior=1124.05, D_interior=636.72, Agujeros=42, D_agujero=9.41",Arandela Ø1124.0/Ø636.7mm con 42 agujeros de Ø9.4mm (circular)
WASH_083_D626.5-355.9.dxf,Arandela,"D_exterior=626.54, D_interior=355.91",Arandela Ø626.5mm / Ø355.9mm
WASH_083_D626.5-355.9_24holes.dxf,Arandela con agujeros,"D_exterior=626.54, D_interior=355.91, Agujeros=24, D_agujero=9.96",Arandela Ø626.5/Ø355.9mm con 24 agujeros de Ø10.0mm (circular)
WASH_084_D456.5-336.7.dxf,Arandela,"D_exterior=456.48, D_interior=336.71",Arandela Ø456.5mm / Ø336.7mm
WASH_084_D456.5-336.7_50holes.dxf,Arandela con agujeros,"D_exterior=456.48, D_interior=336.71, Agujeros=50, D_agujero=13.00",Arandela Ø456.5/Ø336.7mm con 50 agujeros de Ø13.0mm (circular)
WASH_085_D866.9-545.5.dxf,Arandela,"D_exterior=866.94, D_interior=545.46",Arandela Ø866.9mm / Ø545.5mm
WASH_085_D866.9-545.5_20holes.dxf,Arandela con agujeros,"D_exterior=866.94, D_interior=545.46, Agujeros=20, D_agujero=6.98",Arandela Ø866.9/Ø545.5mm con 20 agujeros de Ø7.0mm (circular)
RECT_086_1322.3x987.0.dxf,Rectangulo,"Ancho=1322.28, Largo=987.04",Rectángulo de 1322.3mm x 987.0mm
RECT_086_1322.3x987.0_8holes.dxf,Rectangulo con agujeros,"Ancho=1322.28, Largo=987.04, Agujeros=8, Diametros=[8.19, 10.20, 8.55, 9.40, 5.94, 6.10, 10.20, 10.53]",Rectángulo 1322.3x987.0mm con 8 agujeros (distribución circular)
RECT_087_1455.6x144.2.dxf,Rectangulo,"Ancho=1455.63, Largo=144.19",Rectángulo de 1455.6mm x 144.2mm
RECT_087_1455.6x144.2_16holes.dxf,Rectangulo con agujeros,"Ancho=1455.63, Largo=144.19, Agujeros=16, Diametros=[4.18, 10.82, 5.10, 13.21, 7.30, 4.97, 13.34, 11.32, 4.31, 7.92, 5.81, 9.31, 7.09, 6.48, 14.64, 8.87]",Rectángulo 1455.6x144.2mm con 16 agujeros (distribución aleatoria)
WASH_088_D1147.4-760.7.dxf,Arandela,"D_exterior=1147.41, D_interior=760.70",Arandela Ø1147.4mm / Ø760.7mm
WASH_088_D1147.4-760.7_46holes.dxf,Arandela con agujeros,"D_exterior=1147.41, D_interior=760.70, Agujeros=46, D_agujero=9.54",Arandela Ø1147.4/Ø760.7mm con 46 agujeros de Ø9.5mm (circular)
RECT_089_2625.2x742.7.dxf,Rectangulo,"Ancho=2625.23, Largo=742.72",Rectángulo de 2625.2mm x 742.7mm
RECT_089_2625.2x742.7_2holes.dxf,Rectangulo con agujeros,"Ancho=2625.23, Largo=742.72, Agujeros=2, Diametros=[8.00, 8.89]",Rectángulo 2625.2x742.7mm con 2 agujeros (distribución cuadricula)
WASH_090_D1448.6-778.3.dxf,Arandela,"D_exterior=1448.63, D_interior=778.26",Arandela Ø1448.6mm / Ø778.3mm
WASH_090_D1448.6-778.3_16holes.dxf,Arandela con agujeros,"D_exterior=1448.63, D_interior=778.26, Agujeros=16, D_agujero=9.87",Arandela Ø1448.6/Ø778.3mm con 16 agujeros de Ø9.9mm (circular)
WASH_091_D829.4-452.2.dxf,Arandela,"D_exterior=829.36, D_interior=452.20",Arandela Ø829.4mm / Ø452.2mm
WASH_091_D829.4-452.2_15holes.dxf,Arandela con agujeros,"D_exterior=829.36, D_interior=452.20, Agujeros=15, D_agujero=12.52",Arandela Ø829.4/Ø452.2mm con 15 agujeros de Ø12.5mm (circular)
RECT_092_2516.2x1191.4.dxf,Rectangulo,"Ancho=2516.25, Largo=1191.44",Rectángulo de 2516.2mm x 1191.4mm
RECT_092_2516.2x1191.4_32holes.dxf,Rectangulo con agujeros,"Ancho=2516.25, Largo=1191.44, Agujeros=32, Diametros=[4.16, 12.62, 4.14, 8.87, 10.11, 5.79, 11.55, 12.26, 13.05, 9.36, 8.26, 14.96, 10.02, 11.85, 14.29, 13.23, 13.70, 7.10, 14.83, 9.07, 9.05, 13.52, 11.98, 6.05, 5.73, 8.43, 7.90, 14.71, 8.61, 10.15, 4.53, 8.44]",Rectángulo 2516.2x1191.4mm con 32 agujeros (distribución circular)
RECT_093_2650.0x1353.1.dxf,Rectangulo,"Ancho=2649.96, Largo=1353.05",Rectángulo de 2650.0mm x 1353.1mm
RECT_093_2650.0x1353.1_1holes.dxf,Rectangulo con agujeros,"Ancho=2649.96, Largo=1353.05, Agujeros=1, Diametros=[14.02]",Rectángulo 2650.0x1353.1mm con 1 agujeros (distribución circular)
RECT_094_816.5x377.5.dxf,Rectangulo,"Ancho=816.51, Largo=377.50",Rectángulo de 816.5mm x 377.5mm
RECT_094_816.5x377.5_32holes.dxf,Rectangulo con agujeros,"Ancho=816.51, Largo=377.50, Agujeros=32, Diametros=[12.52, 5.80, 4.30, 9.77, 9.99, 5.93, 6.80, 11.40, 9.15, 10.61, 14.23, 10.69, 14.27, 11.22, 11.52, 8.27, 4.22, 4.63, 8.88, 12.53, 11.27, 8.81, 12.78, 6.12, 14.26, 4.60, 8.37, 6.13, 14.57, 6.60, 11.51, 14.58]",Rectángulo 816.5x377.5mm con 32 agujeros (distribución cuadricula)
RECT_095_417.7x1067.1.dxf,Rectangulo,"Ancho=417.67, Largo=1067.13",Rectángulo de 417.7mm x 1067.1mm
RECT_095_417.7x1067.1_16holes.dxf,Rectangulo con agujeros,"Ancho=417.67, Largo=1067.13, Agujeros=16, Diametros=[9.64, 13.66, 8.22, 14.65, 14.74, 4.48, 9.55, 6.76, 8.42, 9.39, 13.79, 7.92, 12.55, 7.11, 13.35, 14.80]",Rectángulo 417.7x1067.1mm con 16 agujeros (distribución aleatoria)
WASH_096_D964.1-727.1.dxf,Arandela,"D_exterior=964.10, D_interior=727.09",Arandela Ø964.1mm / Ø727.1mm
WASH_096_D964.1-727.1_35holes.dxf,Arandela con agujeros,"D_exterior=964.10, D_interior=727.09, Agujeros=35, D_agujero=9.22",Arandela Ø964.1/Ø727.1mm con 35 agujeros de Ø9.2mm (circular)
WASH_097_D1126.9-738.7.dxf,Arandela,"D_exterior=1126.92, D_interior=738.67",Arandela Ø1126.9mm / Ø738.7mm
WASH_097_D1126.9-738.7_10holes.dxf,Arandela con agujeros,"D_exterior=1126.92, D_interior=738.67, Agujeros=10, D_agujero=11.00",Arandela Ø1126.9/Ø738.7mm con 10 agujeros de Ø11.0mm (circular)
RECT_098_1609.4x87.4.dxf,Rectangulo,"Ancho=1609.43, Largo=87.41",Rectángulo de 1609.4mm x 87.4mm
RECT_098_1609.4x87.4_1holes.dxf,Rectangulo con agujeros,"Ancho=1609.43, Largo=87.41, Agujeros=1, Diametros=[12.43]",Rectángulo 1609.4x87.4mm con 1 agujeros (distribución circular)
RECT_099_76.9x1403.2.dxf,Rectangulo,"Ancho=76.88, Largo=1403.20",Rectángulo de 76.9mm x 1403.2mm
RECT_099_76.9x1403.2_8holes.dxf,Rectangulo con agujeros,"Ancho=76.88, Largo=1403.20, Agujeros=8, Diametros=[10.36, 5.77, 7.73, 8.81, 5.26, 4.16, 12.55, 10.29]",Rectángulo 76.9x1403.2mm con 8 agujeros (distribución circular)
WASH_100_D272.4-162.5.dxf,Arandela,"D_exterior=272.44, D_interior=162.48",Arandela Ø272.4mm / Ø162.5mm
WASH_100_D272.4-162.5_27holes.dxf,Arandela con agujeros,"D_exterior=272.44, D_interior=162.48, Agujeros=27, D_agujero=11.73",Arandela Ø272.4/Ø162.5mm con 27 agujeros de Ø11.7mm (circular)
WASH_101_D141.9-73.6.dxf,Arandela,"D_exterior=141.87, D_interior=73.56",Arandela Ø141.9mm / Ø73.6mm
WASH_101_D141.9-73.6_8holes.dxf,Arandela con agujeros,"D_exterior=141.87, D_interior=73.56, Agujeros=8, D_agujero=4.05",Arandela Ø141.9/Ø73.6mm con 8 agujeros de Ø4.0mm (circular)
RECT_102_1584.0x1064.1.dxf,Rectangulo,"Ancho=1583.99, Largo=1064.11",Rectángulo de 1584.0mm x 1064.1mm
RECT_102_1584.0x1064.1_4holes.dxf,Rectangulo con agujeros,"Ancho=1583.99, Largo=1064.11, Agujeros=4, Diametros=[8.22, 13.75, 11.47, 12.62]",Rectángulo 1584.0x1064.1mm con 4 agujeros (distribución circular)
WASH_103_D1078.6-531.1.dxf,Arandela,"D_exterior=1078.57, D_interior=531.06",Arandela Ø1078.6mm / Ø531.1mm
WASH_103_D1078.6-531.1_32holes.dxf,Arandela con agujeros,"D_exterior=1078.57, D_interior=531.06, Agujeros=32, D_agujero=5.45",Arandela Ø1078.6/Ø531.1mm con 32 agujeros de Ø5.5mm (circular)
RECT_104_115.9x1007.7.dxf,Rectangulo,"Ancho=115.94, Largo=1007.73",Rectángulo de 115.9mm x 1007.7mm
RECT_104_115.9x1007.7_1holes.dxf,Rectangulo con agujeros,"Ancho=115.94, Largo=1007.73, Agujeros=1, Diametros=[11.15]",Rectángulo 115.9x1007.7mm con 1 agujeros (distribución aleatoria)
RECT_105_550.9x345.5.dxf,Rectangulo,"Ancho=550.93, Largo=345.55",Rectángulo de 550.9mm x 345.5mm
RECT_105_550.9x345.5_1holes.dxf,Rectangulo con agujeros,"Ancho=550.93, Largo=345.55, Agujeros=1, Diametros=[14.24]",Rectángulo 550.9x345.5mm con 1 agujeros (distribución circular)
RECT_106_2249.7x887.1.dxf,Rectangulo,"Ancho=2249.68, Largo=887.12",Rectángulo de 2249.7mm x 887.1mm
RECT_106_2249.7x887.1_1holes.dxf,Rectangulo con agujeros,"Ancho=2249.68, Largo=887.12, Agujeros=1, Diametros=[5.01]",Rectángulo 2249.7x887.1mm con 1 agujeros (distribución circular)
RECT_107_1094.9x888.9.dxf,Rectangulo,"Ancho=1094.93, Largo=888.93",Rectángulo de 1094.9mm x 888.9mm
RECT_107_1094.9x888.9_1holes.dxf,Rectangulo con agujeros,"Ancho=1094.93, Largo=888.93, Agujeros=1, Diametros=[6.02]",Rectángulo 1094.9x888.9mm con 1 agujeros (distribución aleatoria)
WASH_108_D102.1-69.9.dxf,Arandela,"D_exterior=102.11, D_interior=69.90",Arandela Ø102.1mm / Ø69.9mm
WASH_108_D102.1-69.9_5holes.dxf,Arandela con agujeros,"D_exterior=102.11, D_interior=69.90, Agujeros=5, D_agujero=5.24",Arandela Ø102.1/Ø69.9mm con 5 agujeros de Ø5.2mm (circular)
RECT_109_533.9x1047.2.dxf,Rectangulo,"Ancho=533.88, Largo=1047.23",Rectángulo de 533.9mm x 1047.2mm
RECT_109_533.9x1047.2_4holes.dxf,Rectangulo con agujeros,"Ancho=533.88, Largo=1047.23, Agujeros=4, Diametros=[9.51, 5.98, 8.00, 10.94]",Rectángulo 533.9x1047.2mm con 4 agujeros (distribución circular)
WASH_110_D956.2-382.1.dxf,Arandela,"D_exterior=956.25, D_interior=382.05",Arandela Ø956.2mm / Ø382.1mm
WASH_110_D956.2-382.1_20holes.dxf,Arandela con agujeros,"D_exterior=956.25, D_interior=382.05, Agujeros=20, D_agujero=9.88",Arandela Ø956.2/Ø382.1mm con 20 agujeros de Ø9.9mm (circular)
RECT_111_1907.6x863.6.dxf,Rectangulo,"Ancho=1907.61, Largo=863.61",Rectángulo de 1907.6mm x 863.6mm
RECT_111_1907.6x863.6_16holes.dxf,Rectangulo con agujeros,"Ancho=1907.61, Largo=863.61, Agujeros=16, Diametros=[6.80, 9.41, 4.53, 8.73, 13.04, 14.15, 7.05, 9.38, 5.37, 5.70, 11.48, 7.57, 15.00, 11.30, 5.76, 10.60]",Rectángulo 1907.6x863.6mm con 16 agujeros (distribución cuadricula)
WASH_112_D1155.4-780.1.dxf,Arandela,"D_exterior=1155.38, D_interior=780.11",Arandela Ø1155.4mm / Ø780.1mm
WASH_112_D1155.4-780.1_49holes.dxf,Arandela con agujeros,"D_exterior=1155.38, D_interior=780.11, Agujeros=49, D_agujero=10.88",Arandela Ø1155.4/Ø780.1mm con 49 agujeros de Ø10.9mm (circular)
WASH_113_D580.0-286.0.dxf,Arandela,"D_exterior=580.02, D_interior=286.05",Arandela Ø580.0mm / Ø286.0mm
WASH_113_D580.0-286.0_17holes.dxf,Arandela con agujeros,"D_exterior=580.02, D_interior=286.05, Agujeros=17, D_agujero=13.97",Arandela Ø580.0/Ø286.0mm con 17 agujeros de Ø14.0mm (circular)
RECT_114_685.9x511.6.dxf,Rectangulo,"Ancho=685.94, Largo=511.56",Rectángulo de 685.9mm x 511.6mm
RECT_114_685.9x511.6_2holes.dxf,Rectangulo con agujeros,"Ancho=685.94, Largo=511.56, Agujeros=2, Diametros=[10.24, 14.04]",Rectángulo 685.9x511.6mm con 2 agujeros (distribución circular)
RECT_115_2400.6x1357.0.dxf,Rectangulo,"Ancho=2400.56, Largo=1357.02",Rectángulo de 2400.6mm x 1357.0mm
RECT_115_2400.6x1357.0_2holes.dxf,Rectangulo con agujeros,"Ancho=2400.56, Largo=1357.02, Agujeros=2, Diametros=[4.11, 14.73]",Rectángulo 2400.6x1357.0mm con 2 agujeros (distribución aleatoria)
RECT_116_2462.2x1099.8.dxf,Rectangulo,"Ancho=2462.24, Largo=1099.79",Rectángulo de 2462.2mm x 1099.8mm
RECT_116_2462.2x1099.8_32holes.dxf,Rectangulo con agujeros,"Ancho=2462.24, Largo=1099.79, Agujeros=32, Diametros=[6.96, 7.57, 9.73, 5.41, 5.82, 4.27, 4.73, 4.31, 7.19, 12.26, 13.10, 4.89, 5.12, 6.72, 10.41, 9.30, 5.72, 4.12, 12.06, 11.62, 9.41, 7.89, 10.13, 11.25, 4.47, 6.56, 11.89, 7.45, 12.36, 6.13, 14.82, 10.97]",Rectángulo 2462.2x1099.8mm con 32 agujeros (distribución circular)
WASH_117_D62.3-37.8.dxf,Arandela,"D_exterior=62.28, D_interior=37.78",Arandela Ø62.3mm / Ø37.8mm
WASH_117_D62.3-37.8_9holes.dxf,Arandela con agujeros,"D_exterior=62.28, D_interior=37.78, Agujeros=9, D_agujero=4.07",Arandela Ø62.3/Ø37.8mm con 9 agujeros de Ø4.1mm (circular)
WASH_118_D1210.5-879.9.dxf,Arandela,"D_exterior=1210.51, D_interior=879.87",Arandela Ø1210.5mm / Ø879.9mm
WASH_118_D1210.5-879.9_46holes.dxf,Arandela con agujeros,"D_exterior=1210.51, D_interior=879.87, Agujeros=46, D_agujero=14.15",Arandela Ø1210.5/Ø879.9mm con 46 agujeros de Ø14.2mm (circular)
WASH_119_D1162.0-545.1.dxf,Arandela,"D_exterior=1162.01, D_interior=545.11",Arandela Ø1162.0mm / Ø545.1mm
WASH_119_D1162.0-545.1_8holes.dxf,Arandela con agujeros,"D_exterior=1162.01, D_interior=545.11, Agujeros=8, D_agujero=13.64",Arandela Ø1162.0/Ø545.1mm con 8 agujeros de Ø13.6mm (circular)
RECT_120_146.4x703.3.dxf,Rectangulo,"Ancho=146.35, Largo=703.27",Rectángulo de 146.4mm x 703.3mm
RECT_120_146.4x703.3_1holes.dxf,Rectangulo con agujeros,"Ancho=146.35, Largo=703.27, Agujeros=1, Diametros=[9.03]",Rectángulo 146.4x703.3mm con 1 agujeros (distribución aleatoria)
WASH_121_D172.7-78.5.dxf,Arandela,"D_exterior=172.74, D_interior=78.51",Arandela Ø172.7mm / Ø78.5mm
WASH_121_D172.7-78.5_35holes.dxf,Arandela con agujeros,"D_exterior=172.74, D_interior=78.51, Agujeros=35, D_agujero=8.75",Arandela Ø172.7/Ø78.5mm con 35 agujeros de Ø8.7mm (circular)
RECT_122_2401.3x1034.6.dxf,Rectangulo,"Ancho=2401.28, Largo=1034.56",Rectángulo de 2401.3mm x 1034.6mm
RECT_122_2401.3x1034.6_1holes.dxf,Rectangulo con agujeros,"Ancho=2401.28, Largo=1034.56, Agujeros=1, Diametros=[14.52]",Rectángulo 2401.3x1034.6mm con 1 agujeros (distribución circular)
WASH_123_D367.2-132.0.dxf,Arandela,"D_exterior=367.23, D_interior=132.01",Arandela Ø367.2mm / Ø132.0mm
WASH_123_D367.2-132.0_48holes.dxf,Arandela con agujeros,"D_exterior=367.23, D_interior=132.01, Agujeros=48, D_agujero=9.77",Arandela Ø367.2/Ø132.0mm con 48 agujeros de Ø9.8mm (circular)
WASH_124_D685.1-338.1.dxf,Arandela,"D_exterior=685.07, D_interior=338.09",Arandela Ø685.1mm / Ø338.1mm
WASH_124_D685.1-338.1_34holes.dxf,Arandela con agujeros,"D_exterior=685.07, D_interior=338.09, Agujeros=34, D_agujero=12.48",Arandela Ø685.1/Ø338.1mm con 34 agujeros de Ø12.5mm (circular)
WASH_125_D37.8-27.7.dxf,Arandela,"D_exterior=37.77, D_interior=27.73",Arandela Ø37.8mm / Ø27.7mm
WASH_125_D37.8-27.7_38holes.dxf,Arandela con agujeros,"D_exterior=37.77, D_interior=27.73, Agujeros=38, D_agujero=3.98",Arandela Ø37.8/Ø27.7mm con 38 agujeros de Ø4.0mm (circular)
RECT_126_947.6x841.2.dxf,Rectangulo,"Ancho=947.55, Largo=841.15",Rectángulo de 947.6mm x 841.2mm
RECT_126_947.6x841.2_1holes.dxf,Rectangulo con agujeros,"Ancho=947.55, Largo=841.15, Agujeros=1, Diametros=[12.63]",Rectángulo 947.6x841.2mm con 1 agujeros (distribución circular)
WASH_127_D548.8-264.9.dxf,Arandela,"D_exterior=548.77, D_interior=264.87",Arandela Ø548.8mm / Ø264.9mm
WASH_127_D548.8-264.9_40holes.dxf,Arandela con agujeros,"D_exterior=548.77, D_interior=264.87, Agujeros=40, D_agujero=14.79",Arandela Ø548.8/Ø264.9mm con 40 agujeros de Ø14.8mm (circular)
WASH_128_D17.8-10.1.dxf,Arandela,"D_exterior=17.84, D_interior=10.09",Arandela Ø17.8mm / Ø10.1mm
WASH_128_D17.8-10.1_3holes.dxf,Arandela con agujeros,"D_exterior=17.84, D_interior=10.09, Agujeros=3, D_agujero=3.11",Arandela Ø17.8/Ø10.1mm con 3 agujeros de Ø3.1mm (circular)
RECT_129_2527.8x1126.1.dxf,Rectangulo,"Ancho=2527.75, Largo=1126.14",Rectángulo de 2527.8mm x 1126.1mm
RECT_129_2527.8x1126.1_4holes.dxf,Rectangulo con agujeros,"Ancho=2527.75, Largo=1126.14, Agujeros=4, Diametros=[14.14, 4.27, 10.66, 12.89]",Rectángulo 2527.8x1126.1mm con 4 agujeros (distribución circular)
RECT_130_275.8x1154.3.dxf,Rectangulo,"Ancho=275.79, Largo=1154.34",Rectángulo de 275.8mm x 1154.3mm
RECT_130_275.8x1154.3_4holes.dxf,Rectangulo con agujeros,"Ancho=275.79, Largo=1154.34, Agujeros=4, Diametros=[6.92, 12.10, 11.50, 9.80]",Rectángulo 275.8x1154.3mm con 4 agujeros (distribución cuadricula)
WASH_131_D869.4-339.7.dxf,Arandela,"D_exterior=869.38, D_interior=339.65",Arandela Ø869.4mm / Ø339.7mm
WASH_131_D869.4-339.7_50holes.dxf,Arandela con agujeros,"D_exterior=869.38, D_interior=339.65, Agujeros=50, D_agujero=5.45",Arandela Ø869.4/Ø339.7mm con 50 agujeros de Ø5.5mm (circular)
WASH_132_D528.9-383.1.dxf,Arandela,"D_exterior=528.89, D_interior=383.13",Arandela Ø528.9mm / Ø383.1mm
WASH_132_D528.9-383.1_2holes.dxf,Arandela con agujeros,"D_exterior=528.89, D_interior=383.13, Agujeros=2, D_agujero=13.93",Arandela Ø528.9/Ø383.1mm con 2 agujeros de Ø13.9mm (circular)
WASH_133_D1353.2-801.3.dxf,Arandela,"D_exterior=1353.16, D_interior=801.33",Arandela Ø1353.2mm / Ø801.3mm
WASH_133_D1353.2-801.3_30holes.dxf,Arandela con agujeros,"D_exterior=1353.16, D_interior=801.33, Agujeros=30, D_agujero=11.63",Arandela Ø1353.2/Ø801.3mm con 30 agujeros de Ø11.6mm (circular)
RECT_134_1374.6x86.5.dxf,Rectangulo,"Ancho=1374.62, Largo=86.53",Rectángulo de 1374.6mm x 86.5mm
RECT_134_1374.6x86.5_2holes.dxf,Rectangulo con agujeros,"Ancho=1374.62, Largo=86.53, Agujeros=2, Diametros=[5.15, 13.22]",Rectángulo 1374.6x86.5mm con 2 agujeros (distribución circular)
WASH_135_D990.2-349.3.dxf,Arandela,"D_exterior=990.21, D_interior=349.27",Arandela Ø990.2mm / Ø349.3mm
WASH_135_D990.2-349.3_45holes.dxf,Arandela con agujeros,"D_exterior=990.21, D_interior=349.27, Agujeros=45, D_agujero=10.17",Arandela Ø990.2/Ø349.3mm con 45 agujeros de Ø10.2mm (circular)
RECT_136_2759.2x403.9.dxf,Rectangulo,"Ancho=2759.21, Largo=403.94",Rectángulo de 2759.2mm x 403.9mm
RECT_136_2759.2x403.9_4holes.dxf,Rectangulo con agujeros,"Ancho=2759.21, Largo=403.94, Agujeros=4, Diametros=[10.56, 5.30, 5.56, 14.68]",Rectángulo 2759.2x403.9mm con 4 agujeros (distribución cuadricula)
WASH_137_D1346.8-698.7.dxf,Arandela,"D_exterior=1346.79, D_interior=698.67",Arandela Ø1346.8mm / Ø698.7mm
WASH_137_D1346.8-698.7_26holes.dxf,Arandela con agujeros,"D_exterior=1346.79, D_interior=698.67, Agujeros=26, D_agujero=13.36",Arandela Ø1346.8/Ø698.7mm con 26 agujeros de Ø13.4mm (circular)
RECT_138_1840.8x281.8.dxf,Rectangulo,"Ancho=1840.79, Largo=281.84",Rectángulo de 1840.8mm x 281.8mm
RECT_138_1840.8x281.8_8holes.dxf,Rectangulo con agujeros,"Ancho=1840.79, Largo=281.84, Agujeros=8, Diametros=[9.83, 7.46, 7.95, 8.58, 12.18, 11.31, 13.56, 4.03]",Rectángulo 1840.8x281.8mm con 8 agujeros (distribución cuadricula)
WASH_139_D217.0-107.1.dxf,Arandela,"D_exterior=216.97, D_interior=107.10",Arandela Ø217.0mm / Ø107.1mm
WASH_139_D217.0-107.1_38holes.dxf,Arandela con agujeros,"D_exterior=216.97, D_interior=107.10, Agujeros=38, D_agujero=8.79",Arandela Ø217.0/Ø107.1mm con 38 agujeros de Ø8.8mm (circular)
WASH_140_D41.6-18.8.dxf,Arandela,"D_exterior=41.57, D_interior=18.81",Arandela Ø41.6mm / Ø18.8mm
WASH_140_D41.6-18.8_28holes.dxf,Arandela con agujeros,"D_exterior=41.57, D_interior=18.81, Agujeros=28, D_agujero=6.46",Arandela Ø41.6/Ø18.8mm con 28 agujeros de Ø6.5mm (circular)
WASH_141_D651.3-376.4.dxf,Arandela,"D_exterior=651.25, D_interior=376.38",Arandela Ø651.3mm / Ø376.4mm
WASH_141_D651.3-376.4_25holes.dxf,Arandela con agujeros,"D_exterior=651.25, D_interior=376.38, Agujeros=25, D_agujero=6.11",Arandela Ø651.3/Ø376.4mm con 25 agujeros de Ø6.1mm (circular)
RECT_142_2608.1x901.6.dxf,Rectangulo,"Ancho=2608.14, Largo=901.58",Rectángulo de 2608.1mm x 901.6mm
RECT_142_2608.1x901.6_32holes.dxf,Rectangulo con agujeros,"Ancho=2608.14, Largo=901.58, Agujeros=32, Diametros=[13.54, 9.27, 10.05, 5.25, 8.17, 10.95, 8.39, 8.97, 10.20, 7.96, 9.77, 13.02, 13.93, 11.29, 8.62, 11.22, 6.36, 9.39, 4.62, 9.40, 6.62, 8.10, 14.82, 9.95, 5.91, 7.01, 14.56, 6.42, 11.20, 11.22, 13.61, 8.00]",Rectángulo 2608.1x901.6mm con 32 agujeros (distribución circular)
WASH_143_D1316.7-697.1.dxf,Arandela,"D_exterior=1316.70, D_interior=697.06",Arandela Ø1316.7mm / Ø697.1mm
WASH_143_D1316.7-697.1_6holes.dxf,Arandela con agujeros,"D_exterior=1316.70, D_interior=697.06, Agujeros=6, D_agujero=14.73",Arandela Ø1316.7/Ø697.1mm con 6 agujeros de Ø14.7mm (circular)
WASH_144_D1291.2-649.8.dxf,Arandela,"D_exterior=1291.16, D_interior=649.83",Arandela Ø1291.2mm / Ø649.8mm
WASH_144_D1291.2-649.8_2holes.dxf,Arandela con agujeros,"D_exterior=1291.16, D_interior=649.83, Agujeros=2, D_agujero=4.79",Arandela Ø1291.2/Ø649.8mm con 2 agujeros de Ø4.8mm (circular)
RECT_145_419.9x137.5.dxf,Rectangulo,"Ancho=419.94, Largo=137.46",Rectángulo de 419.9mm x 137.5mm
RECT_145_419.9x137.5_2holes.dxf,Rectangulo con agujeros,"Ancho=419.94, Largo=137.46, Agujeros=2, Diametros=[14.54, 7.84]",Rectángulo 419.9x137.5mm con 2 agujeros (distribución aleatoria)
RECT_146_2369.9x825.8.dxf,Rectangulo,"Ancho=2369.88, Largo=825.82",Rectángulo de 2369.9mm x 825.8mm
RECT_146_2369.9x825.8_8holes.dxf,Rectangulo con agujeros,"Ancho=2369.88, Largo=825.82, Agujeros=8, Diametros=[14.16, 9.97, 12.93, 6.17, 12.76, 13.46, 9.98, 12.44]",Rectángulo 2369.9x825.8mm con 8 agujeros (distribución circular)
